"Name","url","Release_Date","Genre","Completed","Translator","Description","Count","Update_needed"
"Godly Model Creator","http://novelplanet.com/Novel/%47%6f%64%6c%79%2d%4d%6f%64%65%6c%2d%43%72%65%61%74%6f%72",2013,"Action, Adventure, Drama, Fantasy, Harem, Martial Arts, Mystery, Romance, Sci-fi, Xuanhuan            ",FALSE,"Shiroyukineko Translations","An arrival of an origin ability. Many fearful beasts interweaved. Humans with superpowers blooming like mushrooms. Su Hao is just an ordinary 3rd year high school student who had mastered a low level origin ability “Model analysis”. However, when he was creating a character model in his mind by analyzing the opposing side’s ability, a crazy idea echoed in his mind. What would happen if he creates a model for the whole world? This would imply that he —– Could Control The World!",59,FALSE
"Godly Student","http://novelplanet.com/Novel/%47%6f%64%6c%79%2d%53%74%75%64%65%6e%74",NA,"Action, Adventure, Comedy, Fantasy, Harem, Romance, School Life, Xianxia            ",FALSE,"Light Novels World","Once upon a time, an Alchemist Grandmaster from the world of immortals accidentally takes possession of playboy’s body of a rich and powerful family and becomes a student in midterm class. By means of miraculous immortal technique, he blended in and mingles amongst femme fatales’ group to dominate the city! This novel’s origin nature is shamelessness to the core, having no sense of shame is just a basic foundation, but if the most shameless one doesnt exist, just be more shameless to be one!",15,FALSE
"Godly Thief Incarnation","http://novelplanet.com/Novel/%47%6f%64%6c%79%2d%54%68%69%65%66%2d%49%6e%63%61%72%6e%61%74%69%6f%6e",NA,"Action, Adventure, Comedy, Ecchi, Fantasy, Martial Arts, Romance, Sci-fi, Xianxia            ",FALSE,"Unknown","What is the most painful thing in life? What is the happiest thing in life?The most painful thing was that after untold hardships, for that small glory at the end but was returned back to the starting point in just one night.The happiest thing was that after returning back to the starting point, without doing anything, was able to become overpowered overnight.Zhou Jian in just one day, experienced his life most painful and happiest thing.The most painful thing was his painstakingly raised professional Thief game account in the online world was “lost” by the system.The happiest thing was the reason behind his game account loss. The Thief from his game account had appeared in the real world. And become a controllable God of Thieves.In short, this is a relaxing YY (tl: Chinese slang for light perversion) story, full of plots where playing the pig to eat the tiger. The protagonist is a very righteous young man. Occasionally, he will be wicked but also because he was forced by the author….ps: It won’t hurt to have a look at this. If one day, you find yourself with the ability to turn invisible, this is a good reference on how to use it.",118,FALSE
"God's Left Hand","http://novelplanet.com/Novel/%47%6f%64%2d%73%2d%4c%65%66%74%2d%48%61%6e%64",NA,"Comedy, Drama, Romance, Sports            ",FALSE,"Unknown","Author’s Description:This is the first part, the second part is “Playing Fish Trapped in a Secret Room (<U+5BC6><U+5BA4><U+56F0><U+6E38><U+9C7C> Mi Shi Kun You Yu)”.In 2007, at the WCG Asian Tournament in Singapore. In just a few hours time, between left and right hands, there goes a life and death battle. In the Chinese team that year, there is a professional player who’s only 15 years old, nicknamed “God’s Left Hand”. At that match, he sits right next to her.Their professional lives start from 14 years old until they retire, disappear, at 25 years old.In these non-mainstream tournaments, where a small niche of the population follows closely, their only possessions are a mouse, keyboard, and headphone each. There they won gold medals one after another for China.P.S. Players and story are all fictional.",58,FALSE
"God's Song","http://novelplanet.com/Novel/%47%6f%64%2d%73%2d%53%6f%6e%67",NA,"Comedy, Drama, Slice of Life            ",FALSE,"myoniyonitranslations.com","It is said that humans only reveal 5% of their DNA. The person you perceive yourself to be and the person others judge you for is determined by this 5%. No one can know what is in the hidden 95%.Put simply, it would be as if our parents gave us a total of 100 cards when they gave us life – of which only 5 can be used. They don’t know which cards they’ll be handing down, but that’s not the real issue. The bigger problem is that of the 100 random cards, we can’t even choose which of the 5 we get to use. We have to pick them with our eyes closed.Now imagine each of these cards represents a different trait – maybe an attractive face, an intelligent mind, a great body, a handicap. A lucky person who might have been fated with a prized card would be able to use it as a weapon to speed through life with considerable ease. And then there are also the ill-fated who end up with a torn or useless card. Maybe all five cards are duds. But that is what we have to use to our advantage or disadvantage until we die.This is a story about a boy, the “cards” he is dealt, and how he uses them to build a music empire.",190,FALSE
"Golden Assistant","http://novelplanet.com/Novel/%47%6f%6c%64%65%6e%2d%41%73%73%69%73%74%61%6e%74",2014,"Comedy, Romance, Shounen Ai, Yaoi            ",FALSE,"polarbearadise","Xiao Yi believed that Luzhou is a male god who is righteous, handsome and gentle, stolen hearts of many girls and boys. One day, he became the male god’s personal assistant, and was surprise at what he witnessed, this isn’t what he expected…Huh? This isn’t right!",14,FALSE
"Golden Time","http://novelplanet.com/Novel/%47%6f%6c%64%65%6e%2d%54%69%6d%65",2010,"Comedy, Drama, Romance, Seinen            ",FALSE,"Unknown","Tada Banri, a newly admitted student at a private law school in Tokyo, found himself completely lost after the opening ceremony, trying to find his way to the freshman orientation. At that moment, he ran into another lost freshman from the same school, Yanagisawa Mitsuo, and they hit it off at once. Somehow arriving at their intended goal just on time, there appeared in front of the two a beautiful girl holding a bouquet of roses. The girl then whacked Mitsuo across the face with the bouquet and handed the flowers over to him. “Freshman, congratulations”, was all she said, and then she left. The stylish, well dressed, perfect woman that had swung at Mitsuo was his childhood friend, Kaga Kouko. As children they had promised to marry each other one day, fulfilling their dreams. In order to escape from her, Mitsuo had gone out secretly and taken the examination for this well known private college, but now she showed up in the freshman orientation hall. She too had taken the law school entrance examination, catching up with him there.",27,FALSE
"Golden Time Gaiden – Nijigen-kun Special","http://novelplanet.com/Novel/%47%6f%6c%64%65%6e%2d%54%69%6d%65%2d%47%61%69%64%65%6e%2d%e2%80%93%2d%4e%69%6a%69%67%65%6e%2d%6b%75%6e%2d%53%70%65%63%69%61%6c",2010,"Comedy, School Life, Seinen, Slice of Life            ",FALSE,"Unknown","Nijigen is a freshman and Banri’s friend. He gains his nickname at the tea ceremony club’s welcoming party after declaring his despair of the three-dimensional world and that he would live for the two-dimensional world from then on. His nickname in high school was “Satoutaka”.",1,FALSE
"Gomen ne, Onii-sama","http://novelplanet.com/Novel/%47%6f%6d%65%6e%2d%6e%65%2d%4f%6e%69%69%2d%73%61%6d%61",2014,"Drama, Fantasy, Psychological, Shoujo, Tragedy            ",FALSE,"AlchyrDoesStuff","After reincarnating in the novel I loved, I run left and right to save my beloved character from peril! So that I can live a great life, I’ll cut down my villainness role, and even warp fate itself! So become happy, okay? Oniisama!Well, however, I was the last boss.",15,FALSE
"Gong Hua","http://novelplanet.com/Novel/%47%6f%6e%67%2d%48%75%61",2009,"Drama, Fantasy, Supernatural, Tragedy            ",FALSE,"Unknown","The Tree signaled the others with a sad cry of its approaching death. Not one of the leaves below it is without grief.Yet before the Tree withered away, it gives birth to a Flower, a Flower that is responsible for protecting the Leaves.Facing their own most powerful protector,The Leaves panicked…A guardian Flower who has lost its tree…can easily become insane.“We cannot keep him, definitely not.”The guardian who was abandoned by his own people… was then picked up by humans.The Humans gave him a name ––– Gong Hua.A gentle human taught him love. The deaths of his loved ones taught him hate.Although Gong Hua just began to understand the world, the first thing he finds himself wanting is…RevengeYet at the same time, he realizes, he himself is a target for revenge as well.",23,FALSE
"Good Morning, Miss Ghost","http://novelplanet.com/Novel/%47%6f%6f%64%2d%4d%6f%72%6e%69%6e%67%2d%4d%69%73%73%2d%47%68%6f%73%74",2014,"Comedy, Josei, Romance, Shoujo, Supernatural            ",FALSE,"Novitranslation","From the Author of Just Blame Me For Being Blind In the Beginning and Marriage Concerto. The handsome Emperor of the acting industry, Mo Zhen, has caused thousands of girls to fall in love with him in his 26 years, but has never fallen in love before. That is until a certain shameless ghost shows up at his house and decides to move in with him to become a freeloader. Not only does she blatantly try to follow him to the bath, plots revenge against any females with alternative motives within five meter distances, but she even wrecks havoc online by providing secret info about him to his fans! Honestly, how shameless can a ghost get?",56,FALSE
